z [nm]	Overall	L		1	2	3	4		M		1	2	3	4	5	6	7	8	9		H		1	2	3	4		Solvent
4.52E+01	1.15E-10	8.78E-38	[	2.87E-98	1.60E-73	8.90E-47	8.78E-38	]	9.98E-14	[	2.57E-123	4.56E-82	7.22E-36	6.07E-30	4.75E-20	1.24E-16	1.97E-15	2.26E-14	7.51E-14	]	1.15E-10	[	4.43E-116	1.19E-75	1.30E-19	1.15E-10	]	1.00E+00
4.53E+01	1.04E-10	5.70E-38	[	1.14E-98	7.42E-74	5.25E-47	5.70E-38	]	8.60E-14	[	9.01E-124	1.96E-82	4.65E-36	4.18E-30	3.71E-20	1.02E-16	1.65E-15	1.93E-14	6.49E-14	]	1.04E-10	[	1.60E-116	5.39E-76	1.03E-19	1.04E-10	]	1.00E+00
4.55E+01	9.33E-11	3.69E-38	[	4.49E-99	3.44E-74	3.09E-47	3.69E-38	]	7.41E-14	[	3.15E-124	8.39E-83	2.99E-36	2.88E-30	2.90E-20	8.35E-17	1.38E-15	1.65E-14	5.61E-14	]	9.32E-11	[	5.76E-117	2.43E-76	8.18E-20	9.32E-11	]	1.00E+00
4.56E+01	8.38E-11	2.39E-38	[	1.77E-99	1.59E-74	1.82E-47	2.39E-38	]	6.37E-14	[	1.10E-124	3.59E-83	1.92E-36	1.98E-30	2.26E-20	6.85E-17	1.16E-15	1.41E-14	4.84E-14	]	8.37E-11	[	2.07E-117	1.10E-76	6.47E-20	8.37E-11	]	1.00E+00
4.57E+01	7.52E-11	1.54E-38	[	6.98E-100	7.35E-75	1.07E-47	1.54E-38	]	5.48E-14	[	3.83E-125	1.53E-83	1.23E-36	1.36E-30	1.76E-20	5.60E-17	9.69E-16	1.20E-14	4.18E-14	]	7.52E-11	[	7.45E-118	4.94E-77	5.11E-20	7.52E-11	]	1.00E+00
4.58E+01	6.75E-11	9.98E-39	[	2.75E-100	3.39E-75	6.26E-48	9.98E-39	]	4.72E-14	[	1.33E-125	6.53E-84	7.84E-37	9.28E-31	1.37E-20	4.58E-17	8.09E-16	1.03E-14	3.60E-14	]	6.74E-11	[	2.67E-118	2.22E-77	4.04E-20	6.74E-11	]	1.00E+00
4.59E+01	6.05E-11	6.44E-39	[	1.08E-100	1.56E-75	3.67E-48	6.44E-39	]	4.05E-14	[	4.64E-126	2.78E-84	5.00E-37	6.34E-31	1.06E-20	3.74E-17	6.75E-16	8.73E-15	3.11E-14	]	6.05E-11	[	9.58E-119	9.94E-78	3.18E-20	6.05E-11	]	1.00E+00
4.60E+01	5.42E-11	4.15E-39	[	4.23E-101	7.17E-76	2.15E-48	4.15E-39	]	3.48E-14	[	1.61E-126	1.18E-84	3.18E-37	4.32E-31	8.21E-21	3.04E-17	5.63E-16	7.44E-15	2.68E-14	]	5.42E-11	[	3.43E-119	4.45E-78	2.50E-20	5.42E-11	]	1.00E+00
4.61E+01	4.86E-11	2.67E-39	[	1.66E-101	3.29E-76	1.25E-48	2.67E-39	]	2.99E-14	[	5.58E-127	5.01E-85	2.02E-37	2.94E-31	6.35E-21	2.48E-17	4.68E-16	6.32E-15	2.31E-14	]	4.86E-11	[	1.22E-119	1.99E-78	1.97E-20	4.86E-11	]	1.00E+00
4.62E+01	4.35E-11	1.72E-39	[	6.47E-102	1.50E-76	7.31E-49	1.72E-39	]	2.56E-14	[	1.93E-127	2.12E-85	1.28E-37	2.00E-31	4.90E-21	2.01E-17	3.89E-16	5.37E-15	1.99E-14	]	4.35E-11	[	4.37E-120	8.86E-79	1.54E-20	4.35E-11	]	1.00E+00
4.64E+01	3.89E-11	1.11E-39	[	2.52E-102	6.86E-77	4.25E-49	1.11E-39	]	2.20E-14	[	6.68E-128	8.95E-86	8.11E-38	1.35E-31	3.78E-21	1.63E-17	3.23E-16	4.56E-15	1.71E-14	]	3.89E-11	[	1.56E-120	3.94E-79	1.21E-20	3.89E-11	]	1.00E+00
4.65E+01	3.48E-11	7.10E-40	[	9.82E-103	3.12E-77	2.47E-49	7.10E-40	]	1.89E-14	[	2.30E-128	3.77E-86	5.12E-38	9.16E-32	2.90E-21	1.32E-17	2.67E-16	3.87E-15	1.47E-14	]	3.48E-11	[	5.53E-121	1.75E-79	9.44E-21	3.48E-11	]	1.00E+00
4.66E+01	3.11E-11	4.56E-40	[	3.81E-103	1.42E-77	1.43E-49	4.56E-40	]	1.61E-14	[	7.94E-129	1.58E-86	3.22E-38	6.18E-32	2.23E-21	1.07E-17	2.21E-16	3.28E-15	1.26E-14	]	3.11E-11	[	1.96E-121	7.75E-80	7.37E-21	3.11E-11	]	1.00E+00
4.67E+01	2.78E-11	2.92E-40	[	1.48E-103	6.43E-78	8.29E-50	2.92E-40	]	1.38E-14	[	2.73E-129	6.65E-87	2.03E-38	4.16E-32	1.71E-21	8.60E-18	1.82E-16	2.77E-15	1.09E-14	]	2.77E-11	[	6.96E-122	3.43E-80	5.74E-21	2.77E-11	]	1.00E+00
4.68E+01	2.48E-11	1.87E-40	[	5.71E-104	2.91E-78	4.79E-50	1.87E-40	]	1.18E-14	[	9.37E-130	2.78E-87	1.27E-38	2.80E-32	1.30E-21	6.91E-18	1.50E-16	2.34E-15	9.32E-15	]	2.47E-11	[	2.46E-122	1.51E-80	4.46E-21	2.47E-11	]	1.00E+00
4.69E+01	2.21E-11	1.20E-40	[	2.20E-104	1.31E-78	2.76E-50	1.20E-40	]	1.01E-14	[	3.21E-130	1.16E-87	7.94E-39	1.88E-32	9.94E-22	5.55E-18	1.23E-16	1.97E-15	8.00E-15	]	2.20E-11	[	8.69E-123	6.64E-81	3.46E-21	2.20E-11	]	1.00E+00
4.70E+01	1.96E-11	7.64E-41	[	8.46E-105	5.89E-79	1.58E-50	7.64E-41	]	8.63E-15	[	1.10E-130	4.84E-88	4.95E-39	1.25E-32	7.56E-22	4.44E-18	1.01E-16	1.66E-15	6.86E-15	]	1.96E-11	[	3.06E-123	2.92E-81	2.68E-21	1.96E-11	]	1.00E+00
4.72E+01	1.74E-11	4.88E-41	[	3.25E-105	2.64E-79	9.08E-51	4.88E-41	]	7.36E-15	[	3.74E-131	2.01E-88	3.08E-39	8.36E-33	5.73E-22	3.55E-18	8.26E-17	1.39E-15	5.88E-15	]	1.74E-11	[	1.08E-123	1.28E-81	2.07E-21	1.74E-11	]	1.00E+00
4.73E+01	1.55E-11	3.11E-41	[	1.24E-105	1.18E-79	5.19E-51	3.11E-41	]	6.27E-15	[	1.27E-131	8.33E-89	1.91E-39	5.56E-33	4.34E-22	2.83E-18	6.73E-17	1.17E-15	5.04E-15	]	1.55E-11	[	3.77E-124	5.57E-82	1.59E-21	1.55E-11	]	1.00E+00
4.74E+01	1.37E-11	1.98E-41	[	4.74E-106	5.26E-80	2.96E-51	1.98E-41	]	5.34E-15	[	4.32E-132	3.44E-89	1.18E-39	3.69E-33	3.27E-22	2.25E-18	5.47E-17	9.75E-16	4.31E-15	]	1.37E-11	[	1.32E-124	2.42E-82	1.22E-21	1.37E-11	]	1.00E+00
4.75E+01	1.21E-11	1.26E-41	[	1.80E-106	2.33E-80	1.68E-51	1.26E-41	]	4.54E-15	[	1.46E-132	1.42E-89	7.28E-40	2.44E-33	2.46E-22	1.78E-18	4.44E-17	8.12E-16	3.68E-15	]	1.21E-11	[	4.60E-125	1.05E-82	9.39E-22	1.21E-11	]	1.00E+00
4.76E+01	1.07E-11	8.02E-42	[	6.82E-107	1.03E-80	9.48E-52	8.02E-42	]	3.85E-15	[	4.94E-133	5.82E-90	4.47E-40	1.60E-33	1.85E-22	1.40E-18	3.58E-17	6.75E-16	3.14E-15	]	1.07E-11	[	1.60E-125	4.54E-83	7.17E-22	1.07E-11	]	1.00E+00
4.77E+01	9.43E-12	5.10E-42	[	2.58E-107	4.54E-81	5.34E-52	5.10E-42	]	3.27E-15	[	1.66E-133	2.38E-90	2.74E-40	1.05E-33	1.38E-22	1.10E-18	2.88E-17	5.58E-16	2.68E-15	]	9.43E-12	[	5.55E-126	1.96E-83	5.46E-22	9.43E-12	]	1.00E+00
4.78E+01	8.28E-12	3.23E-42	[	9.68E-108	1.99E-81	2.99E-52	3.23E-42	]	2.76E-15	[	5.58E-134	9.70E-91	1.67E-40	6.88E-34	1.03E-22	8.66E-19	2.31E-17	4.60E-16	2.28E-15	]	8.28E-12	[	1.92E-126	8.40E-84	4.14E-22	8.28E-12	]	1.00E+00
4.79E+01	7.25E-12	2.05E-42	[	3.63E-108	8.70E-82	1.67E-52	2.05E-42	]	2.33E-15	[	1.86E-134	3.94E-91	1.01E-40	4.48E-34	7.61E-23	6.75E-19	1.85E-17	3.78E-16	1.94E-15	]	7.24E-12	[	6.60E-127	3.59E-84	3.13E-22	7.24E-12	]	1.00E+00
4.81E+01	6.32E-12	1.30E-42	[	1.35E-108	3.78E-82	9.28E-53	1.30E-42	]	1.96E-15	[	6.21E-135	1.59E-91	6.12E-41	2.90E-34	5.62E-23	5.25E-19	1.47E-17	3.09E-16	1.64E-15	]	6.31E-12	[	2.26E-127	1.53E-84	2.36E-22	6.31E-12	]	1.00E+00
4.82E+01	5.48E-12	8.22E-43	[	5.01E-109	1.63E-82	5.12E-53	8.22E-43	]	1.65E-15	[	2.06E-135	6.40E-92	3.68E-41	1.87E-34	4.13E-23	4.05E-19	1.16E-17	2.51E-16	1.39E-15	]	5.48E-12	[	7.72E-128	6.47E-85	1.77E-22	5.48E-12	]	1.00E+00
4.83E+01	4.73E-12	5.19E-43	[	1.85E-109	7.01E-83	2.81E-53	5.19E-43	]	1.38E-15	[	6.78E-136	2.56E-92	2.20E-41	1.20E-34	3.01E-23	3.11E-19	9.10E-18	2.02E-16	1.17E-15	]	4.73E-12	[	2.62E-128	2.73E-85	1.32E-22	4.73E-12	]	1.00E+00
4.84E+01	4.06E-12	3.28E-43	[	6.77E-110	2.99E-83	1.53E-53	3.28E-43	]	1.15E-15	[	2.22E-136	1.02E-92	1.31E-41	7.65E-35	2.19E-23	2.38E-19	7.09E-18	1.62E-16	9.77E-16	]	4.06E-12	[	8.85E-129	1.14E-85	9.75E-23	4.06E-12	]	1.00E+00
4.85E+01	3.45E-12	2.07E-43	[	2.46E-110	1.27E-83	8.24E-54	2.07E-43	]	9.48E-16	[	7.24E-137	4.01E-93	7.71E-42	4.84E-35	1.58E-23	1.80E-19	5.49E-18	1.29E-16	8.14E-16	]	3.45E-12	[	2.97E-129	4.74E-86	7.17E-23	3.45E-12	]	1.00E+00
4.86E+01	2.91E-12	1.30E-43	[	8.89E-111	5.32E-84	4.41E-54	1.30E-43	]	7.78E-16	[	2.34E-137	1.57E-93	4.51E-42	3.04E-35	1.13E-23	1.35E-19	4.20E-18	1.01E-16	6.73E-16	]	2.90E-12	[	9.89E-130	1.96E-86	5.23E-23	2.90E-12	]	1.00E+00
4.87E+01	2.42E-12	8.16E-44	[	3.18E-111	2.21E-84	2.33E-54	8.16E-44	]	6.33E-16	[	7.50E-138	6.10E-94	2.61E-42	1.89E-35	7.96E-24	1.00E-19	3.18E-18	7.83E-17	5.51E-16	]	2.42E-12	[	3.26E-130	7.99E-87	3.77E-23	2.42E-12	]	1.00E+00
4.89E+01	1.98E-12	5.11E-44	[	1.12E-111	9.08E-85	1.22E-54	5.11E-44	]	5.08E-16	[	2.38E-138	2.34E-94	1.50E-42	1.16E-35	5.56E-24	7.32E-20	2.37E-18	5.97E-17	4.46E-16	]	1.98E-12	[	1.07E-130	3.23E-87	2.69E-23	1.98E-12	]	1.00E+00
4.90E+01	1.59E-12	3.19E-44	[	3.92E-112	3.68E-85	6.28E-55	3.19E-44	]	4.01E-16	[	7.44E-139	8.86E-95	8.47E-43	7.05E-36	3.82E-24	5.26E-20	1.73E-18	4.46E-17	3.55E-16	]	1.59E-12	[	3.43E-131	1.29E-87	1.88E-23	1.59E-12	]	1.00E+00
4.91E+01	1.24E-12	1.98E-44	[	1.34E-112	1.46E-85	3.17E-55	1.98E-44	]	3.09E-16	[	2.29E-139	3.30E-95	4.70E-43	4.19E-36	2.57E-24	3.69E-20	1.24E-18	3.25E-17	2.76E-16	]	1.24E-12	[	1.09E-131	5.05E-88	1.29E-23	1.24E-12	]	1.00E+00
4.92E+01	9.34E-13	1.21E-44	[	4.50E-113	5.70E-86	1.56E-55	1.21E-44	]	2.31E-16	[	6.91E-140	1.20E-95	2.55E-43	2.44E-36	1.68E-24	2.51E-20	8.54E-19	2.28E-17	2.07E-16	]	9.34E-13	[	3.38E-132	1.94E-88	8.59E-24	9.34E-13	]	1.00E+00
4.93E+01	6.69E-13	7.31E-45	[	1.47E-113	2.16E-86	7.48E-56	7.31E-45	]	1.65E-16	[	2.02E-140	4.26E-96	1.34E-43	1.37E-36	1.05E-24	1.63E-20	5.62E-19	1.52E-17	1.49E-16	]	6.69E-13	[	1.02E-132	7.21E-89	5.47E-24	6.69E-13	]	1.00E+00
4.94E+01	4.44E-13	4.27E-45	[	4.58E-114	7.80E-87	3.40E-56	4.27E-45	]	1.10E-16	[	5.68E-141	1.44E-96	6.69E-44	7.25E-37	6.16E-25	9.84E-21	3.43E-19	9.44E-18	9.99E-17	]	4.44E-13	[	2.95E-133	2.57E-89	3.25E-24	4.44E-13	]	1.00E+00
4.95E+01	2.61E-13	2.34E-45	[	1.34E-114	2.63E-87	1.43E-56	2.34E-45	]	6.50E-17	[	1.49E-141	4.57E-97	3.05E-44	3.49E-37	3.23E-25	5.29E-21	1.86E-19	5.17E-18	5.96E-17	]	2.61E-13	[	7.98E-134	8.56E-90	1.72E-24	2.61E-13	]	1.00E+00
4.96E+01	1.22E-13	1.11E-45	[	3.40E-115	7.65E-88	5.02E-57	1.11E-45	]	3.10E-17	[	3.45E-142	1.26E-97	1.15E-44	1.38E-37	1.36E-25	2.27E-21	8.06E-20	2.26E-18	2.86E-17	]	1.22E-13	[	1.89E-134	2.47E-90	7.33E-25	1.22E-13	]	1.00E+00
4.98E+01	3.32E-14	3.46E-46	[	5.75E-116	1.43E-88	1.08E-57	3.46E-46	]	8.64E-18	[	5.39E-143	2.25E-98	2.61E-45	3.21E-38	3.30E-26	5.57E-22	1.98E-20	5.58E-19	8.06E-18	]	3.32E-14	[	3.02E-135	4.58E-91	1.79E-25	3.32E-14	]	1.00E+00
4.99E+01	0.00E+00	0.00E+00	[	0.00E+00	0.00E+00	0.00E+00	0.00E+00	]	0.00E+00	[	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	]	0.00E+00	[	0.00E+00	0.00E+00	0.00E+00	0.00E+00	]	1.00E+00
